country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Panama,1999,PAN,2971197,27866808320.000,0.324,0.109,5.622,-0.278,-4.720,1.892,0.202,0.132,0.158,0.053,5.805,1.954,0.208,6.680,124.697,1.818,,,115.792,,14288.878,1.523,,,,,3.335,5.355,3.630,1.222,1.130,0.380,5.140,1.730,,,42.455,0.050,0.020,0.000,0.040,0.010,0.000,,,0.030,,,,0.050,,15.910,9.910,0.182,3.250
Panama,2000,PAN,3030333,28706484224.000,0.405,0.134,5.728,0.106,1.890,1.890,0.200,0.085,0.158,0.052,5.553,1.832,0.193,7.085,130.425,1.975,,,120.958,,22132.156,2.336,,,,,3.297,5.280,3.450,1.138,1.110,0.366,5.166,1.705,,,67.068,0.060,0.020,0.000,0.040,0.010,0.000,,,0.030,,,,0.050,,16.000,9.990,-0.175,-3.060
Panama,2001,PAN,3089641,28943056896.000,0.347,0.112,6.953,1.225,21.380,2.250,0.240,0.102,0.169,0.055,5.812,1.881,0.201,7.432,137.378,2.144,,,127.396,,22062.396,2.355,,,,,3.683,5.107,3.760,1.217,1.210,0.392,6.438,2.084,,,68.165,0.050,0.030,0.000,0.040,0.010,0.000,,,0.030,,,,0.060,,15.780,11.380,-1.141,-16.410
Panama,2002,PAN,3149195,29668001792.000,0.314,0.100,5.821,-1.132,-16.280,1.848,0.196,0.086,0.121,0.038,5.993,1.903,0.202,7.746,143.199,2.265,,,132.782,,21384.441,2.270,,,,,3.382,4.779,3.820,1.213,1.220,0.387,5.386,1.710,,,67.344,0.040,0.020,0.000,0.040,0.010,0.000,,,0.030,,,,0.050,,15.050,10.650,0.172,2.960
Panama,2003,PAN,3209056,31009619968.000,0.370,0.116,6.090,0.269,4.620,1.898,0.196,0.090,,,0.197,0.062,0.006,8.116,149.289,,,,138.502,,21163.164,2.190,,,,,3.378,4.780,3.890,1.212,1.300,0.405,5.720,1.782,,,67.914,0.040,0.020,,0.040,0.010,,,,0.030,,,,0.050,,15.340,10.840,-5.893,-96.760
Panama,2004,PAN,3269356,33428600832.000,0.431,0.132,5.711,-0.379,-6.220,1.747,0.171,0.083,,,0.824,0.252,0.025,8.548,155.000,,,,143.781,,21182.746,2.072,,,,,3.340,4.692,3.870,1.184,1.220,0.373,5.280,1.615,,,69.254,0.050,0.020,,0.040,0.010,,,,0.040,,,,0.050,,15.340,10.920,-4.887,-85.570
Panama,2005,PAN,3330222,35933065216.000,0.431,0.130,6.971,1.260,22.070,2.093,0.194,0.101,,,,,,8.979,161.971,,,,150.322,,20775.791,1.925,,,,,3.781,5.102,3.990,1.198,1.230,0.369,6.540,1.964,,,69.188,0.040,0.020,,0.040,0.010,,,,0.040,,,,0.060,,16.990,12.590,,
Panama,2006,PAN,3391673,39099564032.000,0.427,0.126,7.524,0.553,7.930,2.218,0.192,0.100,,,,,,9.405,169.496,,,,157.419,,22150.650,1.921,,,,,3.868,5.166,4.070,1.200,1.260,0.371,7.097,2.092,,,75.128,0.040,0.020,,0.040,0.010,,,,0.040,,,,0.060,,17.520,13.120,,
Panama,2007,PAN,3453671,43958181888.000,0.421,0.122,7.350,-0.174,-2.320,2.128,0.167,0.104,,,0.868,0.251,0.020,9.826,176.845,,,,164.347,,20529.197,1.613,,,,,3.802,5.076,4.080,1.181,1.220,0.353,6.929,2.006,,,70.901,0.040,0.020,,0.040,0.010,,,,0.040,,,,0.060,,17.530,13.130,-6.482,-88.200
Panama,2008,PAN,3516204,47885660160.000,0.732,0.208,7.335,-0.015,-0.200,2.086,0.153,0.088,,,5.363,1.525,0.112,10.559,184.180,,,,170.950,,23621.051,1.734,,,,,3.763,5.017,4.260,1.212,1.280,0.364,6.603,1.878,,,83.056,0.060,0.020,,0.040,0.010,,,,0.040,,,,0.060,,17.640,13.230,-1.972,-26.880
Panama,2009,PAN,3579215,48772972544.000,0.664,0.185,8.461,1.126,15.350,2.364,0.174,0.105,,,17.687,4.942,0.363,11.222,192.640,,,,178.747,,22482.658,1.650,,,,,4.141,5.373,4.370,1.221,1.320,0.369,7.797,2.178,,,80.470,0.060,0.030,,0.040,0.010,,,,0.040,,,,0.070,,19.230,14.820,9.227,109.050
Panama,2010,PAN,3642691,51741884416.000,0.586,0.161,9.072,0.611,7.230,2.490,0.175,0.099,,,25.226,6.925,0.488,11.809,201.713,,,,187.233,,25059.797,1.764,,,,,4.244,5.452,4.440,1.219,1.330,0.365,8.486,2.329,,,91.285,0.050,0.030,,0.040,0.020,,,,0.040,,,,0.080,,19.860,15.460,16.154,178.070
Panama,2011,PAN,3706479,57996521472.000,0.690,0.186,9.953,0.881,9.710,2.685,0.172,0.108,0.630,0.170,15.058,4.063,0.260,12.499,211.665,2.895,,,195.866,,24842.512,1.588,,,,,4.468,5.655,4.640,1.252,1.340,0.362,8.633,2.329,,,92.078,0.050,0.030,0.000,0.040,0.020,0.000,,,0.040,,,,0.080,,20.960,16.560,5.105,51.300
Panama,2012,PAN,3770635,63359008768.000,0.898,0.238,9.768,-0.185,-1.860,2.591,0.154,0.096,0.857,0.227,27.634,7.329,0.436,13.396,221.434,3.752,,,203.879,,27107.971,1.613,,,,,4.577,5.744,4.720,1.252,1.410,0.374,8.013,2.125,,,102.214,0.070,0.030,0.010,0.040,0.020,0.000,,,0.040,,,,0.070,,21.660,17.260,17.865,182.900
Panama,2013,PAN,3835447,67546259456.000,0.921,0.240,10.513,0.745,7.630,2.741,0.156,0.105,0.905,0.236,23.828,6.213,0.353,14.317,231.947,4.657,,,212.566,,26226.812,1.489,,,,,4.495,5.642,4.800,1.251,1.440,0.375,8.687,2.265,,,100.592,0.060,0.030,0.010,0.040,0.020,0.000,,,0.040,,,,0.070,,21.640,17.240,13.315,126.650
Panama,2014,PAN,3901311,71636836352.000,0.849,0.218,10.855,0.342,3.250,2.783,0.152,0.105,0.934,0.240,24.719,6.336,0.345,15.166,242.802,5.591,,,221.638,,26367.363,1.436,,,,,4.529,5.657,4.730,1.212,1.350,0.346,9.072,2.325,,,102.867,0.060,0.030,0.010,0.040,0.020,0.000,,,0.040,,,,0.080,,22.070,17.670,13.863,127.710
Panama,2015,PAN,3968490,75784011776.000,0.853,0.215,10.878,0.022,0.200,2.741,0.144,0.097,0.938,0.236,24.114,6.076,0.318,16.019,253.680,6.529,,,230.725,,28315.758,1.483,,,,,4.448,5.559,4.700,1.184,1.340,0.338,9.087,2.290,,,112.371,0.060,0.030,0.010,0.050,0.020,0.000,,,0.040,,,,0.080,,22.060,17.650,13.237,121.690
Panama,2016,PAN,4037073,79468544000.000,0.853,0.211,10.555,-0.322,-2.960,2.615,0.133,0.089,0.832,0.206,23.169,5.739,0.292,16.872,264.235,7.361,,,239.595,,29413.475,1.494,,,,,4.424,5.521,4.800,1.189,1.310,0.324,8.871,2.197,,,118.744,0.060,0.030,0.010,0.050,0.020,0.000,,,0.040,,,,0.070,,22.290,17.860,12.614,119.510
Panama,2017,PAN,4106764,83345989632.000,0.737,0.179,11.212,0.657,6.220,2.730,0.134,0.088,0.231,0.056,23.903,5.820,0.287,17.609,275.447,7.592,,,249.840,,31090.453,1.532,,,,,4.222,5.294,4.820,1.174,1.300,0.317,10.245,2.495,,,127.681,0.050,0.030,0.000,0.050,0.020,0.000,,,0.040,,,,0.080,,21.740,17.340,12.691,113.190
Panama,2018,PAN,4176868,86035742720.000,0.775,0.186,10.731,-0.481,-4.290,2.569,0.125,0.083,0.582,0.139,24.104,5.771,0.280,18.384,286.178,8.174,,0.744,258.876,,31090.318,1.509,,,0.337,0.081,4.190,5.243,4.950,1.185,1.310,0.314,9.036,2.163,,,129.860,0.050,0.030,0.000,0.050,0.020,0.000,,0.000,0.050,,,0.000,0.070,,21.900,17.500,13.373,124.620
Panama,2019,PAN,4246440,,0.775,0.183,12.294,1.563,14.570,2.895,,0.100,0.871,0.205,24.408,5.748,,19.159,298.472,9.046,,1.632,268.634,,28998.338,,,,0.889,0.209,4.917,5.958,4.970,1.170,1.330,0.313,9.758,2.298,,,123.140,0.050,0.030,0.010,0.050,0.020,0.000,,0.000,0.050,,,0.010,0.080,,25.300,20.880,12.114,98.540
Panama,2020,PAN,4314768,,0.775,0.180,10.780,-1.514,-12.320,2.498,,,0.686,0.159,,,,19.935,309.251,9.731,,2.292,277.293,,,,,,0.659,0.153,,,,,,,8.659,2.007,,,,0.050,0.030,0.000,0.050,0.020,0.000,,0.000,0.050,,,0.010,0.080,,,,,
